user_id,event_type,page,product_id,timestamp
user_214,page_view,/products/43,43,2025-05-22T18:03:00Z
user_474,page_view,/products/41,41,2025-05-16T08:06:00Z
user_405,page_view,/products/17,17,2025-05-06T14:10:00Z
user_274,page_view,/products/49,49,2025-05-16T10:51:00Z
user_83,page_view,/products/2,2,2025-05-18T00:02:00Z
user_83,add_to_cart,/cart,2,2025-05-18T00:05:00Z
user_83,purchase,/checkout,2,2025-05-18T00:11:00Z
user_34,page_view,/products/18,18,2025-05-07T01:22:00Z
user_34,add_to_cart,/cart,18,2025-05-07T01:23:00Z
user_23,page_view,/products/24,24,2025-05-02T15:00:00Z
user_23,add_to_cart,/cart,24,2025-05-02T15:08:00Z
user_23,purchase,/checkout,24,2025-05-02T15:14:00Z
user_387,page_view,/products/2,2,2025-05-09T00:14:00Z
user_387,add_to_cart,/cart,2,2025-05-09T00:20:00Z
user_387,purchase,/checkout,2,2025-05-09T00:22:00Z
user_280,page_view,/products/38,38,2025-05-27T02:28:00Z
user_280,add_to_cart,/cart,38,2025-05-27T02:29:00Z
user_280,purchase,/checkout,38,2025-05-27T02:39:00Z
user_346,page_view,/products/25,25,2025-05-28T17:06:00Z
user_321,page_view,/products/14,14,2025-05-23T13:55:00Z
user_306,page_view,/products/40,40,2025-05-04T16:48:00Z
user_306,add_to_cart,/cart,40,2025-05-04T16:50:00Z
user_454,page_view,/products/14,14,2025-05-25T12:59:00Z
user_454,add_to_cart,/cart,14,2025-05-25T13:09:00Z
user_182,page_view,/products/50,50,2025-05-09T01:01:00Z
user_278,page_view,/products/35,35,2025-05-04T16:39:00Z
user_86,page_view,/products/1,1,2025-05-12T01:28:00Z
user_86,add_to_cart,/cart,1,2025-05-12T01:33:00Z
user_86,purchase,/checkout,1,2025-05-12T01:40:00Z
user_292,page_view,/products/7,7,2025-05-20T04:32:00Z
user_292,add_to_cart,/cart,7,2025-05-20T04:35:00Z
user_143,page_view,/products/32,32,2025-05-18T09:40:00Z
user_143,add_to_cart,/cart,32,2025-05-18T09:44:00Z
user_143,purchase,/checkout,32,2025-05-18T09:48:00Z
user_175,page_view,/products/32,32,2025-05-27T22:12:00Z
user_175,add_to_cart,/cart,32,2025-05-27T22:17:00Z
user_332,page_view,/products/17,17,2025-05-16T15:05:00Z
user_332,add_to_cart,/cart,17,2025-05-16T15:15:00Z
user_177,page_view,/products/27,27,2025-05-14T10:12:00Z
user_360,page_view,/products/26,26,2025-05-07T21:56:00Z
user_381,page_view,/products/25,25,2025-05-09T10:43:00Z
user_381,add_to_cart,/cart,25,2025-05-09T10:53:00Z
user_381,purchase,/checkout,25,2025-05-09T10:59:00Z
user_459,page_view,/products/44,44,2025-05-06T11:07:00Z
user_459,add_to_cart,/cart,44,2025-05-06T11:08:00Z
user_459,purchase,/checkout,44,2025-05-06T11:09:00Z
user_122,page_view,/products/19,19,2025-05-08T17:21:00Z
user_122,add_to_cart,/cart,19,2025-05-08T17:27:00Z
user_122,purchase,/checkout,19,2025-05-08T17:33:00Z
user_411,page_view,/products/11,11,2025-05-16T10:18:00Z
user_336,page_view,/products/34,34,2025-05-09T15:20:00Z
user_336,add_to_cart,/cart,34,2025-05-09T15:28:00Z
user_149,page_view,/products/3,3,2025-05-23T14:36:00Z
user_407,page_view,/products/48,48,2025-05-18T08:08:00Z
user_329,page_view,/products/36,36,2025-05-23T17:13:00Z
user_329,add_to_cart,/cart,36,2025-05-23T17:14:00Z
user_329,purchase,/checkout,36,2025-05-23T17:20:00Z
user_283,page_view,/products/5,5,2025-05-21T07:01:00Z
user_283,add_to_cart,/cart,5,2025-05-21T07:05:00Z
user_283,purchase,/checkout,5,2025-05-21T07:08:00Z
user_8,page_view,/products/15,15,2025-05-15T08:25:00Z
user_8,add_to_cart,/cart,15,2025-05-15T08:26:00Z
user_111,page_view,/products/41,41,2025-05-23T11:20:00Z
user_111,add_to_cart,/cart,41,2025-05-23T11:25:00Z
user_111,purchase,/checkout,41,2025-05-23T11:31:00Z
user_17,page_view,/products/19,19,2025-05-08T20:11:00Z
user_17,add_to_cart,/cart,19,2025-05-08T20:15:00Z
user_17,purchase,/checkout,19,2025-05-08T20:21:00Z
user_95,page_view,/products/47,47,2025-05-13T19:54:00Z
user_95,add_to_cart,/cart,47,2025-05-13T19:59:00Z
user_95,purchase,/checkout,47,2025-05-13T20:01:00Z
user_223,page_view,/products/7,7,2025-05-23T04:36:00Z
user_223,add_to_cart,/cart,7,2025-05-23T04:41:00Z
user_223,purchase,/checkout,7,2025-05-23T04:45:00Z
user_215,page_view,/products/8,8,2025-05-05T00:18:00Z
user_215,add_to_cart,/cart,8,2025-05-05T00:23:00Z
user_445,page_view,/products/21,21,2025-05-18T06:21:00Z
user_74,page_view,/products/4,4,2025-05-06T03:38:00Z
user_74,add_to_cart,/cart,4,2025-05-06T03:40:00Z
user_205,page_view,/products/40,40,2025-05-23T23:41:00Z
user_205,add_to_cart,/cart,40,2025-05-23T23:43:00Z
user_145,page_view,/products/17,17,2025-05-05T10:30:00Z
user_145,add_to_cart,/cart,17,2025-05-05T10:35:00Z
user_145,purchase,/checkout,17,2025-05-05T10:42:00Z
user_3,page_view,/products/48,48,2025-05-30T20:02:00Z
user_134,page_view,/products/24,24,2025-05-03T15:29:00Z
user_134,add_to_cart,/cart,24,2025-05-03T15:30:00Z
user_134,purchase,/checkout,24,2025-05-03T15:33:00Z
user_437,page_view,/products/28,28,2025-05-26T03:38:00Z
user_466,page_view,/products/42,42,2025-05-18T02:06:00Z
user_178,page_view,/products/43,43,2025-05-19T17:00:00Z
user_178,add_to_cart,/cart,43,2025-05-19T17:01:00Z
user_110,page_view,/products/33,33,2025-05-27T02:07:00Z
user_279,page_view,/products/6,6,2025-05-20T22:03:00Z
user_279,add_to_cart,/cart,6,2025-05-20T22:04:00Z
user_279,purchase,/checkout,6,2025-05-20T22:09:00Z
user_465,page_view,/products/29,29,2025-05-10T03:14:00Z
user_465,add_to_cart,/cart,29,2025-05-10T03:16:00Z
user_465,purchase,/checkout,29,2025-05-10T03:18:00Z
user_5,page_view,/products/19,19,2025-05-07T19:52:00Z
user_5,add_to_cart,/cart,19,2025-05-07T20:00:00Z
user_5,purchase,/checkout,19,2025-05-07T20:04:00Z
user_147,page_view,/products/16,16,2025-05-01T22:00:00Z
user_15,page_view,/products/35,35,2025-05-15T00:46:00Z
user_15,add_to_cart,/cart,35,2025-05-15T00:48:00Z
user_15,purchase,/checkout,35,2025-05-15T00:56:00Z
user_449,page_view,/products/40,40,2025-05-01T16:57:00Z
user_449,add_to_cart,/cart,40,2025-05-01T16:59:00Z
user_262,page_view,/products/45,45,2025-05-06T10:31:00Z
user_388,page_view,/products/48,48,2025-05-25T02:11:00Z
user_388,add_to_cart,/cart,48,2025-05-25T02:19:00Z
user_303,page_view,/products/41,41,2025-05-20T03:28:00Z
user_303,add_to_cart,/cart,41,2025-05-20T03:29:00Z
user_303,purchase,/checkout,41,2025-05-20T03:38:00Z
user_414,page_view,/products/32,32,2025-05-20T11:49:00Z
user_414,add_to_cart,/cart,32,2025-05-20T11:57:00Z
user_414,purchase,/checkout,32,2025-05-20T12:01:00Z
user_248,page_view,/products/28,28,2025-05-12T19:02:00Z
user_420,page_view,/products/21,21,2025-05-16T18:03:00Z
user_84,page_view,/products/42,42,2025-05-01T06:41:00Z
user_461,page_view,/products/17,17,2025-05-07T13:20:00Z
user_461,add_to_cart,/cart,17,2025-05-07T13:24:00Z
user_461,purchase,/checkout,17,2025-05-07T13:32:00Z
user_92,page_view,/products/25,25,2025-05-23T11:11:00Z
user_269,page_view,/products/48,48,2025-05-29T00:50:00Z
user_269,add_to_cart,/cart,48,2025-05-29T00:55:00Z
user_16,page_view,/products/47,47,2025-05-28T05:09:00Z
user_110,page_view,/products/29,29,2025-05-16T14:00:00Z
user_110,add_to_cart,/cart,29,2025-05-16T14:10:00Z
user_231,page_view,/products/25,25,2025-05-14T22:15:00Z
user_165,page_view,/products/10,10,2025-05-07T01:40:00Z
user_165,add_to_cart,/cart,10,2025-05-07T01:42:00Z
user_381,page_view,/products/24,24,2025-05-29T19:56:00Z
user_204,page_view,/products/10,10,2025-05-30T16:44:00Z
user_204,add_to_cart,/cart,10,2025-05-30T16:48:00Z
user_204,purchase,/checkout,10,2025-05-30T16:55:00Z
user_184,page_view,/products/17,17,2025-05-14T00:38:00Z
user_454,page_view,/products/3,3,2025-05-04T23:21:00Z
user_339,page_view,/products/24,24,2025-05-21T12:36:00Z
user_339,add_to_cart,/cart,24,2025-05-21T12:40:00Z
user_339,purchase,/checkout,24,2025-05-21T12:41:00Z
user_306,page_view,/products/13,13,2025-05-21T04:15:00Z
user_306,add_to_cart,/cart,13,2025-05-21T04:24:00Z
user_369,page_view,/products/47,47,2025-05-11T22:58:00Z
user_369,add_to_cart,/cart,47,2025-05-11T23:04:00Z
user_369,purchase,/checkout,47,2025-05-11T23:12:00Z
user_218,page_view,/products/50,50,2025-05-12T11:16:00Z
user_218,add_to_cart,/cart,50,2025-05-12T11:24:00Z
user_218,purchase,/checkout,50,2025-05-12T11:32:00Z
user_478,page_view,/products/1,1,2025-05-25T13:28:00Z
user_478,add_to_cart,/cart,1,2025-05-25T13:38:00Z
user_358,page_view,/products/14,14,2025-05-09T06:23:00Z
user_144,page_view,/products/9,9,2025-05-02T13:31:00Z
user_428,page_view,/products/3,3,2025-05-07T18:52:00Z
user_428,add_to_cart,/cart,3,2025-05-07T18:58:00Z
user_428,purchase,/checkout,3,2025-05-07T19:05:00Z
user_46,page_view,/products/8,8,2025-05-29T10:55:00Z
user_46,add_to_cart,/cart,8,2025-05-29T10:56:00Z
user_335,page_view,/products/41,41,2025-05-08T03:18:00Z
user_335,add_to_cart,/cart,41,2025-05-08T03:23:00Z
user_335,purchase,/checkout,41,2025-05-08T03:31:00Z
user_433,page_view,/products/26,26,2025-05-11T11:45:00Z
user_433,add_to_cart,/cart,26,2025-05-11T11:53:00Z
user_20,page_view,/products/15,15,2025-05-25T02:32:00Z
user_268,page_view,/products/1,1,2025-05-22T21:17:00Z
user_488,page_view,/products/11,11,2025-05-19T19:20:00Z
user_276,page_view,/products/5,5,2025-05-20T14:11:00Z
user_276,add_to_cart,/cart,5,2025-05-20T14:12:00Z
user_420,page_view,/products/44,44,2025-05-12T19:06:00Z
user_420,add_to_cart,/cart,44,2025-05-12T19:16:00Z
user_147,page_view,/products/3,3,2025-05-09T15:24:00Z
user_147,add_to_cart,/cart,3,2025-05-09T15:28:00Z
user_147,purchase,/checkout,3,2025-05-09T15:34:00Z
user_201,page_view,/products/40,40,2025-05-02T00:20:00Z
user_201,add_to_cart,/cart,40,2025-05-02T00:21:00Z
user_201,purchase,/checkout,40,2025-05-02T00:31:00Z
user_362,page_view,/products/19,19,2025-05-02T02:37:00Z
user_48,page_view,/products/13,13,2025-05-16T01:46:00Z
user_48,add_to_cart,/cart,13,2025-05-16T01:52:00Z
user_48,purchase,/checkout,13,2025-05-16T01:53:00Z
user_266,page_view,/products/32,32,2025-05-23T21:50:00Z
user_270,page_view,/products/5,5,2025-05-16T12:44:00Z
user_400,page_view,/products/6,6,2025-05-18T04:26:00Z
user_400,add_to_cart,/cart,6,2025-05-18T04:32:00Z
user_13,page_view,/products/21,21,2025-05-04T17:05:00Z
user_13,add_to_cart,/cart,21,2025-05-04T17:06:00Z
user_13,purchase,/checkout,21,2025-05-04T17:13:00Z
user_220,page_view,/products/30,30,2025-05-10T19:32:00Z
user_2,page_view,/products/4,4,2025-05-15T20:35:00Z
user_338,page_view,/products/31,31,2025-05-12T10:14:00Z
user_446,page_view,/products/18,18,2025-05-01T22:24:00Z
user_446,add_to_cart,/cart,18,2025-05-01T22:34:00Z
user_320,page_view,/products/8,8,2025-05-25T08:39:00Z
user_203,page_view,/products/46,46,2025-05-29T18:35:00Z
user_203,add_to_cart,/cart,46,2025-05-29T18:44:00Z
user_203,purchase,/checkout,46,2025-05-29T18:51:00Z
user_105,page_view,/products/34,34,2025-05-15T05:51:00Z
user_105,add_to_cart,/cart,34,2025-05-15T05:57:00Z
user_458,page_view,/products/47,47,2025-05-03T18:48:00Z
user_401,page_view,/products/41,41,2025-05-18T23:50:00Z
user_401,add_to_cart,/cart,41,2025-05-18T23:53:00Z
user_401,purchase,/checkout,41,2025-05-19T00:02:00Z
user_66,page_view,/products/49,49,2025-05-09T21:38:00Z
user_33,page_view,/products/48,48,2025-05-03T15:52:00Z
user_385,page_view,/products/22,22,2025-05-09T21:33:00Z
user_385,add_to_cart,/cart,22,2025-05-09T21:40:00Z
user_249,page_view,/products/49,49,2025-05-05T08:33:00Z
user_249,add_to_cart,/cart,49,2025-05-05T08:34:00Z
user_249,purchase,/checkout,49,2025-05-05T08:35:00Z
user_147,page_view,/products/26,26,2025-05-19T22:32:00Z
user_147,add_to_cart,/cart,26,2025-05-19T22:35:00Z
user_330,page_view,/products/23,23,2025-05-19T04:20:00Z
user_57,page_view,/products/7,7,2025-05-11T13:38:00Z
user_235,page_view,/products/50,50,2025-05-05T23:22:00Z
user_485,page_view,/products/5,5,2025-05-15T16:38:00Z
user_306,page_view,/products/12,12,2025-05-28T00:09:00Z
user_306,add_to_cart,/cart,12,2025-05-28T00:13:00Z
user_306,purchase,/checkout,12,2025-05-28T00:15:00Z
user_120,page_view,/products/49,49,2025-05-02T21:17:00Z
user_120,add_to_cart,/cart,49,2025-05-02T21:25:00Z
user_265,page_view,/products/37,37,2025-05-18T21:39:00Z
user_265,add_to_cart,/cart,37,2025-05-18T21:40:00Z
user_57,page_view,/products/5,5,2025-05-19T04:35:00Z
user_57,add_to_cart,/cart,5,2025-05-19T04:43:00Z
user_57,purchase,/checkout,5,2025-05-19T04:48:00Z
user_177,page_view,/products/45,45,2025-05-25T05:31:00Z
user_177,add_to_cart,/cart,45,2025-05-25T05:41:00Z
user_474,page_view,/products/25,25,2025-05-13T02:18:00Z
user_433,page_view,/products/2,2,2025-05-13T05:25:00Z
user_433,add_to_cart,/cart,2,2025-05-13T05:29:00Z
user_449,page_view,/products/19,19,2025-05-17T11:55:00Z
user_375,page_view,/products/1,1,2025-05-21T20:46:00Z
user_375,add_to_cart,/cart,1,2025-05-21T20:50:00Z
user_85,page_view,/products/18,18,2025-05-04T18:57:00Z
user_85,add_to_cart,/cart,18,2025-05-04T19:01:00Z
user_309,page_view,/products/39,39,2025-05-02T19:32:00Z
user_309,add_to_cart,/cart,39,2025-05-02T19:33:00Z
user_309,purchase,/checkout,39,2025-05-02T19:35:00Z
user_95,page_view,/products/18,18,2025-05-10T23:49:00Z
user_95,add_to_cart,/cart,18,2025-05-10T23:52:00Z
user_95,purchase,/checkout,18,2025-05-10T23:56:00Z
user_429,page_view,/products/37,37,2025-05-18T18:43:00Z
user_429,add_to_cart,/cart,37,2025-05-18T18:48:00Z
user_429,purchase,/checkout,37,2025-05-18T18:51:00Z
user_457,page_view,/products/29,29,2025-05-05T05:08:00Z
user_457,add_to_cart,/cart,29,2025-05-05T05:12:00Z
user_63,page_view,/products/23,23,2025-05-30T14:13:00Z
user_215,page_view,/products/16,16,2025-05-02T22:37:00Z
user_245,page_view,/products/26,26,2025-05-28T04:25:00Z
user_460,page_view,/products/14,14,2025-05-29T16:12:00Z
user_21,page_view,/products/34,34,2025-05-11T17:59:00Z
user_21,add_to_cart,/cart,34,2025-05-11T18:05:00Z
user_21,purchase,/checkout,34,2025-05-11T18:09:00Z
user_270,page_view,/products/44,44,2025-05-26T10:53:00Z
user_270,add_to_cart,/cart,44,2025-05-26T10:56:00Z
user_470,page_view,/products/13,13,2025-05-29T01:06:00Z
user_443,page_view,/products/26,26,2025-05-15T18:53:00Z
user_90,page_view,/products/9,9,2025-05-22T09:36:00Z
user_215,page_view,/products/42,42,2025-05-09T13:14:00Z
user_215,add_to_cart,/cart,42,2025-05-09T13:19:00Z
user_215,purchase,/checkout,42,2025-05-09T13:29:00Z
user_234,page_view,/products/1,1,2025-05-22T22:29:00Z
user_234,add_to_cart,/cart,1,2025-05-22T22:38:00Z
user_180,page_view,/products/21,21,2025-05-20T17:56:00Z
user_372,page_view,/products/36,36,2025-05-08T17:00:00Z
user_372,add_to_cart,/cart,36,2025-05-08T17:05:00Z
user_126,page_view,/products/25,25,2025-05-07T23:20:00Z
user_403,page_view,/products/26,26,2025-05-11T22:04:00Z
user_403,add_to_cart,/cart,26,2025-05-11T22:10:00Z
user_403,purchase,/checkout,26,2025-05-11T22:19:00Z
user_394,page_view,/products/33,33,2025-05-02T09:59:00Z
user_394,add_to_cart,/cart,33,2025-05-02T10:04:00Z
user_402,page_view,/products/16,16,2025-05-23T10:22:00Z
user_60,page_view,/products/22,22,2025-05-18T19:09:00Z
user_60,add_to_cart,/cart,22,2025-05-18T19:14:00Z
user_60,purchase,/checkout,22,2025-05-18T19:15:00Z
user_95,page_view,/products/21,21,2025-05-25T05:27:00Z
user_386,page_view,/products/38,38,2025-05-03T19:29:00Z
user_386,add_to_cart,/cart,38,2025-05-03T19:34:00Z
user_106,page_view,/products/12,12,2025-05-26T04:28:00Z
user_106,add_to_cart,/cart,12,2025-05-26T04:32:00Z
user_106,purchase,/checkout,12,2025-05-26T04:33:00Z
user_225,page_view,/products/6,6,2025-05-15T09:20:00Z
user_225,add_to_cart,/cart,6,2025-05-15T09:28:00Z
user_419,page_view,/products/33,33,2025-05-28T20:11:00Z
user_419,add_to_cart,/cart,33,2025-05-28T20:12:00Z
user_419,purchase,/checkout,33,2025-05-28T20:18:00Z
user_265,page_view,/products/30,30,2025-05-22T17:27:00Z
user_265,add_to_cart,/cart,30,2025-05-22T17:32:00Z
user_249,page_view,/products/9,9,2025-05-21T02:48:00Z
user_249,add_to_cart,/cart,9,2025-05-21T02:55:00Z
user_249,purchase,/checkout,9,2025-05-21T03:04:00Z
user_494,page_view,/products/35,35,2025-05-24T14:34:00Z
user_76,page_view,/products/45,45,2025-05-09T14:07:00Z
user_388,page_view,/products/43,43,2025-05-27T18:23:00Z
user_388,add_to_cart,/cart,43,2025-05-27T18:26:00Z
user_388,purchase,/checkout,43,2025-05-27T18:29:00Z
user_274,page_view,/products/19,19,2025-05-26T20:04:00Z
user_433,page_view,/products/36,36,2025-05-12T14:29:00Z
user_433,add_to_cart,/cart,36,2025-05-12T14:33:00Z
user_97,page_view,/products/31,31,2025-05-14T08:51:00Z
user_97,add_to_cart,/cart,31,2025-05-14T08:56:00Z
user_97,purchase,/checkout,31,2025-05-14T09:01:00Z
user_124,page_view,/products/10,10,2025-05-27T08:00:00Z
user_124,add_to_cart,/cart,10,2025-05-27T08:02:00Z
user_124,purchase,/checkout,10,2025-05-27T08:09:00Z
user_15,page_view,/products/8,8,2025-05-25T12:02:00Z
user_15,add_to_cart,/cart,8,2025-05-25T12:09:00Z
user_376,page_view,/products/14,14,2025-05-14T19:03:00Z
user_376,add_to_cart,/cart,14,2025-05-14T19:08:00Z
user_376,purchase,/checkout,14,2025-05-14T19:11:00Z
user_459,page_view,/products/32,32,2025-05-05T11:27:00Z
user_134,page_view,/products/2,2,2025-05-08T10:16:00Z
user_48,page_view,/products/40,40,2025-05-08T21:27:00Z
user_48,add_to_cart,/cart,40,2025-05-08T21:34:00Z
user_470,page_view,/products/36,36,2025-05-28T08:22:00Z
user_470,add_to_cart,/cart,36,2025-05-28T08:26:00Z
user_447,page_view,/products/46,46,2025-05-03T10:52:00Z
user_58,page_view,/products/22,22,2025-05-08T11:36:00Z
user_58,add_to_cart,/cart,22,2025-05-08T11:38:00Z
user_58,purchase,/checkout,22,2025-05-08T11:45:00Z
user_105,page_view,/products/46,46,2025-05-29T08:27:00Z
user_105,add_to_cart,/cart,46,2025-05-29T08:32:00Z
user_105,purchase,/checkout,46,2025-05-29T08:41:00Z
user_433,page_view,/products/2,2,2025-05-16T15:01:00Z
user_433,add_to_cart,/cart,2,2025-05-16T15:09:00Z
user_433,purchase,/checkout,2,2025-05-16T15:17:00Z
user_217,page_view,/products/38,38,2025-05-28T07:07:00Z
user_217,add_to_cart,/cart,38,2025-05-28T07:15:00Z
user_166,page_view,/products/13,13,2025-05-30T19:00:00Z
user_166,add_to_cart,/cart,13,2025-05-30T19:08:00Z
user_187,page_view,/products/35,35,2025-05-15T14:22:00Z
user_187,add_to_cart,/cart,35,2025-05-15T14:31:00Z
user_187,purchase,/checkout,35,2025-05-15T14:39:00Z
user_66,page_view,/products/19,19,2025-05-04T04:03:00Z
user_66,add_to_cart,/cart,19,2025-05-04T04:13:00Z
user_66,purchase,/checkout,19,2025-05-04T04:17:00Z
user_475,page_view,/products/21,21,2025-05-16T14:00:00Z
user_475,add_to_cart,/cart,21,2025-05-16T14:06:00Z
user_475,purchase,/checkout,21,2025-05-16T14:11:00Z
user_384,page_view,/products/35,35,2025-05-03T20:03:00Z
user_384,add_to_cart,/cart,35,2025-05-03T20:10:00Z
user_384,purchase,/checkout,35,2025-05-03T20:15:00Z
user_370,page_view,/products/36,36,2025-05-04T02:39:00Z
user_187,page_view,/products/48,48,2025-05-12T17:19:00Z
user_434,page_view,/products/44,44,2025-05-10T20:07:00Z
user_231,page_view,/products/10,10,2025-05-21T14:09:00Z
user_231,add_to_cart,/cart,10,2025-05-21T14:17:00Z
user_231,purchase,/checkout,10,2025-05-21T14:23:00Z
user_418,page_view,/products/41,41,2025-05-03T13:43:00Z
user_230,page_view,/products/13,13,2025-05-08T19:17:00Z
user_230,add_to_cart,/cart,13,2025-05-08T19:22:00Z
user_343,page_view,/products/6,6,2025-05-03T15:44:00Z
user_343,add_to_cart,/cart,6,2025-05-03T15:45:00Z
user_343,purchase,/checkout,6,2025-05-03T15:46:00Z
user_287,page_view,/products/15,15,2025-05-13T18:06:00Z
user_261,page_view,/products/16,16,2025-05-23T14:44:00Z
user_261,add_to_cart,/cart,16,2025-05-23T14:52:00Z
user_6,page_view,/products/36,36,2025-05-08T23:06:00Z
